アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,125,39.7%,安打,90,72.0%
フライ,100,31.7%,四死球,30,24.0%
空三振,45,14.3%,失策出塁,3,2.4%
見三振,22,7.0%,野選,2,1.6%
犠打,23,7.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
