守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.243,59,248,218,16,53,1,0,0,54,10,42,14,0,2,14,0,12,5,1,.295,.248,0.543
三塁手,.111,2,9,9,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,.111,.222,0.333
遊撃手,.231,46,169,147,14,34,2,0,0,36,3,23,14,0,0,8,0,8,2,4,.298,.245,0.543
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.182,18,12,11,1,2,0,0,0,2,0,1,0,0,0,1,0,1,0,0,.182,.182,0.364
