打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.234,35,118,107,7,25,0,0,0,25,5,19,5,0,0,6,0,6,1,0,0.268,0.234,0.502
Nighter,0.234,90,320,278,24,65,4,0,0,69,9,48,23,0,2,17,0,15,6,5,0.297,0.248,0.545
