左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.2% (114),36.2% (114),36.2% (114),21.3% (67),21.3% (67),21.3% (67),42.5% (134),42.5% (134),42.5% (134)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
26.7% (24),- (0),40.0% (90),27.8% (25),- (0),18.7% (42),45.6% (41),- (0),41.3% (93)
