条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.182,12,11,2,0,0,1,3,1,0,0,0
対左打者,0.417,14,12,5,1,0,0,4,1,0,0,1
