防御率7.94,試合2,先発1,救援1,連投(試)0,連投(日)0,勝利0,敗戦1,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,5.2,26,117,20.6,7,1,7,2,0,0,2,0,5,5,1.59,0.0%
