条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.202,142,124,25,6,2,2,36,14,1,1,2
対左投手,0.102,51,49,5,1,0,0,18,2,0,0,0
