球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,374,50.7%,144.0,35,69,72,128,47.1%,19.8%,0.228,79,18,3,13,8,2
カットボール,205,27.8%,137.4,22,24,42,75,42.9%,20.8%,0.227,44,10,1,5,7,1
フォーク,58,7.9%,132.4,6,1,8,33,25.9%,25.0%,0.273,11,3,0,1,2,0
カーブ,55,7.5%,119.8,5,10,12,20,49.1%,20.0%,0.0,10,0,0,2,0,0
チェンジアップ,45,6.1%,135.0,2,5,10,20,37.8%,10.0%,0.25,8,2,0,1,0,0
