球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,711,44.3%,147.5,44,130,182,225,50.1%,12.4%,.265,151,40,2,25,8,5
スライダー,160,10.0%,127.9,18,34,21,45,45.6%,22.2%,.260,50,13,1,9,0,0
フォーク,150,9.3%,137.4,29,16,18,47,42.0%,33.3%,.216,51,11,1,11,4,0
カットボール,140,8.7%,137.7,12,26,27,45,46.4%,17.4%,.273,33,9,0,3,4,0
チェンジアップ,135,8.4%,129.5,18,19,16,52,39.3%,28.1%,.231,39,9,0,9,1,0
カーブ,101,6.3%,116.9,2,21,12,41,34.7%,5.1%,.407,27,11,1,2,0,0
ツーシーム,83,5.2%,143.1,3,20,19,21,50.6%,7.1%,.286,21,6,0,1,0,2
スプリット,48,3.0%,140.4,10,6,4,13,41.7%,34.5%,.150,20,3,0,5,0,0
シンカー,22,1.4%,131.4,1,5,4,5,45.5%,8.3%,.000,7,0,0,0,0,0
ナックルカーブ,21,1.3%,124.8,1,2,4,8,33.3%,9.1%,.167,6,1,0,0,0,0
シュート,17,1.1%,141.6,0,4,5,3,52.9%,0.0%,.600,5,3,0,0,0,0
縦スライダー,12,0.7%,131.9,1,1,6,2,66.7%,11.1%,.000,3,0,0,1,0,0
スローカーブ,4,0.2%,87.5,0,2,1,1,75.0%,0.0%,-,0,0,0,0,0,0
パワーカーブ,1,0.1%,128.0,1,0,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
パーム,1,0.1%,125.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
