左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.4% (125),36.4% (125),36.4% (125),26.5% (91),26.5% (91),26.5% (91),37.0% (127),37.0% (127),37.0% (127)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
25.7% (26),20.0% (1),41.4% (98),54.5% (55),0.0% (0),15.2% (36),19.8% (20),80.0% (4),43.5% (103)
