左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
48.4% (77),48.4% (77),48.4% (77),21.4% (34),21.4% (34),21.4% (34),30.2% (48),30.2% (48),30.2% (48)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
32.5% (13),100.0% (4),52.2% (60),40.0% (16),0.0% (0),15.7% (18),27.5% (11),0.0% (0),32.2% (37)
