打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,24,6,0.25,0,8,3,0,0,0.333
2打席目,24,11,0.458,0,5,2,1,0,0.5
3打席目,24,5,0.208,0,7,2,0,0,0.269
4打席目,19,5,0.263,0,4,4,0,0,0.391
5打席目以上,5,2,0.4,0,1,0,0,0,0.4
