球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,306,53.4%,148.4,22,82,69,98,56.5%,17.5%,.455,44,20,0,10,10,0
スライダー,57,9.9%,127.6,5,14,8,20,47.4%,21.7%,.125,16,2,0,6,0,0
カットボール,46,8.0%,137.5,5,9,6,20,43.5%,29.4%,.222,9,2,0,3,0,0
ツーシーム,36,6.3%,143.6,1,10,10,13,58.3%,7.7%,.500,2,1,0,0,1,0
フォーク,33,5.8%,134.2,3,7,7,12,51.5%,21.4%,.167,6,1,0,2,0,0
カーブ,29,5.1%,121.2,0,5,4,18,31.0%,0.0%,.333,3,1,0,1,0,0
ナックルカーブ,20,3.5%,127.9,3,4,6,3,65.0%,23.1%,.000,7,0,0,3,0,0
スプリット,20,3.5%,140.9,2,1,6,6,45.0%,15.4%,.286,7,2,0,2,0,0
チェンジアップ,18,3.1%,134.5,2,3,0,6,27.8%,22.2%,.222,9,2,0,2,0,0
縦スライダー,3,0.5%,124.3,0,0,0,2,0.0%,0.0%,.000,1,0,0,0,0,0
シュート,3,0.5%,142.0,0,0,1,2,33.3%,0.0%,-,0,0,0,0,1,0
シンカー,2,0.3%,142.5,0,0,1,0,50.0%,0.0%,.000,1,0,0,0,0,0
