打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.286,39,44,42,12,12,1,0,0,13,0,10,1,0,0,1,0,8,2,1,0.302,0.31,0.612
Visitor,0.302,35,75,63,14,19,1,2,0,24,4,19,12,1,0,0,0,9,3,2,0.413,0.381,0.794
