左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.6% (34),46.6% (34),46.6% (34),26.0% (19),26.0% (19),26.0% (19),27.4% (20),27.4% (20),27.4% (20)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
32.3% (10),- (0),57.1% (24),41.9% (13),- (0),14.3% (6),25.8% (8),- (0),28.6% (12)
