防御率2.30,試合25,先発0,救援25,連投(試)0,連投(日)0,勝利0,敗戦0,HLD6,Ｓ0,ＨＰ6,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,27.1,105,390,14.3,20,3,16,5,0,0,0,0,7,7,0.91,-
