アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,37,47.4%,安打,20,74.1%
フライ,23,29.5%,四死球,5,18.5%
空三振,14,17.9%,失策出塁,2,7.4%
見三振,2,2.6%,野選,0,0.0%
犠打,2,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
