左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.7% (7),46.7% (7),46.7% (7),20.0% (3),20.0% (3),20.0% (3),33.3% (5),33.3% (5),33.3% (5)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
100.0% (2),100.0% (1),33.3% (4),0.0% (0),0.0% (0),25.0% (3),0.0% (0),0.0% (0),41.7% (5)
