打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,6,1,.167,0,0,1,0,0,0.286
2打席目,6,0,.000,0,1,1,0,0,0.143
3打席目,3,2,.667,1,0,1,0,0,0.75
4打席目,1,0,.000,0,1,0,0,0,0.0
5打席目以上,0,0,-,0,0,0,0,0,
