月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.000,12,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.500,.000,0.5
5月,.000,13,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,.000,.000,0.0
6月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
7月,.333,4,6,6,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,.333,.333,0.667
8月,.429,14,7,7,2,3,0,1,0,5,0,2,0,0,0,0,0,1,0,0,.429,.714,1.143
9月,.300,19,10,10,2,3,1,1,0,6,2,3,0,0,0,0,0,1,0,0,.300,.600,0.9
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
