左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
47.1% (8),47.1% (8),47.1% (8),41.2% (7),41.2% (7),41.2% (7),11.8% (2),11.8% (2),11.8% (2)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
62.5% (5),- (0),33.3% (3),25.0% (2),- (0),55.6% (5),12.5% (1),- (0),11.1% (1)
