アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,88,26.0%,安打,118,76.1%
フライ,149,44.1%,四死球,36,23.2%
空三振,75,22.2%,失策出塁,1,0.6%
見三振,26,7.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
