打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,110,25,0.227,3,19,8,0,1,0.277
2打席目,113,28,0.248,6,29,6,0,0,0.286
3打席目,103,29,0.282,0,23,13,0,1,0.359
4打席目,95,25,0.263,3,21,6,0,1,0.304
5打席目以上,26,9,0.346,1,8,3,0,2,0.387
