左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
31.7% (111),31.7% (111),31.7% (111),18.0% (63),18.0% (63),18.0% (63),50.3% (176),50.3% (176),50.3% (176)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
22.9% (24),0.0% (0),37.5% (87),24.8% (26),0.0% (0),15.9% (37),52.4% (55),100.0% (13),46.6% (108)
