条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.314,55,51,16,5,1,5,0,2,1,0,1,0.345
1-0より,.444,38,36,16,4,0,1,0,0,0,0,2,0.421
2-0より,.444,10,9,4,1,0,0,0,1,0,0,0,0.5
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.294,35,34,10,4,0,2,0,0,1,0,0,0.314
1-1より,.362,49,47,17,5,0,1,0,0,2,0,0,0.388
2-1より,.333,22,21,7,1,0,1,0,0,0,0,1,0.318
3-1より,.333,15,6,2,1,0,0,0,9,0,0,0,0.733
0-2より,.094,33,32,3,1,0,0,20,0,1,0,0,0.121
1-2より,.238,85,84,20,2,0,1,33,0,0,0,1,0.235
2-2より,.169,77,77,13,3,1,2,30,0,0,0,0,0.169
3-2より,.182,71,55,10,6,0,0,18,15,1,0,0,0.366
