条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.254,289,268,68,24,1,7,7,66,18,3,0,0,0.308
1塁,0.288,71,66,19,2,1,3,7,9,4,1,0,0,0.338
2塁,0.214,47,42,9,3,0,0,8,12,4,1,0,0,0.298
3塁,0.154,17,13,2,1,0,0,3,2,2,1,0,1,0.294
1・2塁,0.308,39,39,12,2,0,3,17,10,0,0,0,0,0.308
1・3塁,0.111,11,9,1,0,0,0,3,2,1,0,0,1,0.182
2・3塁,0.429,10,7,3,0,0,0,6,0,1,0,0,2,0.4
満塁,0.5,9,8,4,1,0,0,7,0,0,0,0,1,0.444
得点圏,0.263,133,118,31,7,0,3,44,26,8,2,0,5,0.308
