打率.261,試合122,打席493,打数452,得点37,安打118,内安6,内安率5.1,２Ｂ33,３Ｂ2,本塁13,HR勝敗8-5-0,塁打194,打点58,三振101
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
30,3,6,0,5,0,1,0.0,5,0,5,.263,.312,.429,.742
