球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.244,40,137,119,16,29,0,0,2,35,8,20,12,0,1,4,1,2,1,0,.316,.294,0.61
みずほPayPay,.313,7,20,16,2,5,0,0,1,8,1,3,3,0,0,1,0,0,0,0,.421,.500,0.921
ZOZOマリン,.250,7,24,20,2,5,1,1,1,11,6,4,2,0,0,1,1,0,0,0,.304,.550,0.854
楽天モバイル,.400,6,26,25,5,10,1,0,0,11,1,4,1,0,0,0,0,0,0,1,.423,.440,0.863
京セラD大阪,.200,7,25,25,3,5,2,0,0,7,2,5,0,0,0,0,0,0,1,1,.200,.280,0.48
ベルーナドーム,.212,9,33,33,1,7,2,0,1,12,2,5,0,0,0,0,0,0,2,0,.212,.364,0.576
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.167,2,8,6,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,.143,.167,0.31
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
