球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.296,29,58,54,15,16,3,1,1,24,4,5,2,0,0,2,0,4,1,1,.321,.444,0.766
東京ドーム,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
甲子園,-,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.333,5,4,3,1,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,.500,.667,1.167
マツダスタジアム,.222,6,20,18,4,4,1,0,1,8,1,1,1,0,1,0,0,0,0,0,.300,.444,0.744
バンテリンドーム,.333,5,18,15,3,5,1,0,0,6,3,5,1,0,0,2,0,1,0,0,.375,.400,0.775
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.182,3,12,11,1,2,0,0,0,2,1,1,0,0,1,0,0,1,1,0,.250,.182,0.432
ZOZOマリン,.083,3,15,12,1,1,0,0,1,4,1,1,1,0,0,2,0,0,0,0,.154,.333,0.487
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
