種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,0.0,10,0,10,1,0,5,0,6,1,1,0,9.0,5,0,6,2,0,0,0,0.78,0.161,-,99.0
Nighter,2.88,27,0,27,3,1,11,0,14,3,3,1,25.0,21,0,28,8,1,8,8,1.16,0.228,-,3.13
