アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,31,31.3%,安打,26,70.3%
フライ,32,32.3%,四死球,11,29.7%
空三振,30,30.3%,失策出塁,0,0.0%
見三振,4,4.0%,野選,0,0.0%
犠打,2,2.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
