条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.429,44,28,12,2,0,0,0,1,0,15,0,0.448
1-0より,.571,9,7,4,2,0,0,0,0,0,2,0,0.571
2-0より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.357,33,28,10,1,0,0,0,0,1,4,0,0.379
1-1より,.182,24,22,4,2,1,0,0,0,0,2,0,0.182
2-1より,.182,11,11,2,1,0,0,0,0,0,0,0,0.182
3-1より,.333,7,3,1,0,0,0,0,4,0,0,0,0.714
0-2より,.056,18,18,1,0,0,0,12,0,0,0,0,0.056
1-2より,.097,63,62,6,1,0,0,30,0,0,1,0,0.097
2-2より,.231,52,52,12,1,1,0,28,0,0,0,0,0.231
3-2より,.143,18,14,2,1,0,0,6,4,0,0,0,0.333
