左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.8% (77),45.8% (77),45.8% (77),24.4% (41),24.4% (41),24.4% (41),29.8% (50),29.8% (50),29.8% (50)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
44.4% (24),- (0),46.5% (53),37.0% (20),- (0),18.4% (21),18.5% (10),- (0),35.1% (40)
