先制,同点,勝ち越し,勝ち越しサヨナラ,逆転,逆転サヨナラ,追撃,追い上げ,殊勲 本塁打,殊勲 割合,サヨナラ
1,2,1,0,1,0,4,2,5,45.5%,0
