条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.261,151,138,36,8,0,5,27,13,0,0,0
対左投手,0.284,95,81,23,6,0,6,18,13,1,0,0
