左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
51.5% (34),51.5% (34),51.5% (34),27.3% (18),27.3% (18),27.3% (18),21.2% (14),21.2% (14),21.2% (14)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
70.0% (14),100.0% (3),39.5% (17),15.0% (3),0.0% (0),34.9% (15),15.0% (3),0.0% (0),25.6% (11)
