条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.254,70,63,16,4,0,2,21,6,1,0,0
対左投手,0.212,40,33,7,1,0,1,7,7,0,0,0
