打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.211,16,42,38,1,8,3,0,1,14,5,12,4,0,0,0,0,0,0,0,0.286,0.368,0.654
Nighter,0.259,28,68,58,2,15,2,0,2,23,5,16,9,2,1,0,0,0,0,0,0.368,0.397,0.764
