打率.240,試合44,打席110,打数96,得点3,安打23,内安1,内安率4.3,２Ｂ5,３Ｂ0,本塁3,HR勝敗0-3-0,塁打37,打点10,三振28
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
13,2,1,0,0,0,0,-,0,0,2,.276,.336,.385,.722
