球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,220,50.2%,147.3,25,22,49,93,43.6%,23.8%,0.244,41,10,1,10,6,1
スライダー,52,11.9%,131.0,15,4,7,18,50.0%,50.0%,0.273,11,3,1,3,2,0
フォーク,38,8.7%,136.9,8,1,5,18,36.8%,42.1%,0.2,10,2,0,4,0,0
ツーシーム,37,8.4%,146.3,7,3,12,13,59.5%,33.3%,0.667,3,2,0,1,1,0
カットボール,27,6.2%,135.2,6,3,3,7,44.4%,35.3%,0.273,11,3,0,3,0,0
チェンジアップ,22,5.0%,130.2,4,1,4,9,40.9%,33.3%,0.0,5,0,0,1,0,0
ナックルカーブ,11,2.5%,125.5,5,1,0,4,54.5%,83.3%,0.0,5,0,0,4,0,0
スプリット,9,2.1%,136.2,5,0,0,4,55.6%,100.0%,0.0,2,0,0,2,1,0
シュート,9,2.1%,141.7,0,1,1,5,22.2%,0.0%,0.5,2,1,0,0,0,0
カーブ,8,1.8%,115.3,0,1,0,5,12.5%,0.0%,0.5,2,1,0,0,1,0
シンカー,4,0.9%,137.0,0,0,0,1,0.0%,0.0%,0.333,3,1,1,0,0,0
パワーカーブ,1,0.2%,124.0,0,0,0,0,0.0%,0.0%,0.0,1,0,0,0,0,0
