条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.273,49,44,12,3,0,2,2,11,4,1,0,0,0.347
1塁,0.13,25,23,3,0,0,1,2,7,2,0,0,0,0.2
2塁,0.1,14,10,1,0,0,0,0,3,4,0,0,0,0.357
3塁,0.333,3,3,1,0,0,0,1,1,0,0,0,0,0.333
1・2塁,0.375,9,8,3,1,0,0,2,2,1,0,0,0,0.444
1・3塁,0.667,4,3,2,1,0,0,2,1,1,0,0,0,0.75
2・3塁,0.333,4,3,1,0,0,0,1,2,1,0,0,0,0.5
満塁,0.0,2,2,0,0,0,0,0,1,0,0,0,0,0.0
得点圏,0.276,36,29,8,2,0,0,6,10,7,0,0,0,0.417
