打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,20,3,0.15,0,7,2,0,0,0.227
2打席目,18,3,0.167,0,3,4,0,0,0.318
3打席目,20,6,0.3,1,6,1,0,0,0.333
4打席目,18,7,0.389,1,5,0,0,0,0.389
5打席目以上,5,1,0.2,0,0,0,0,0,0.2
