条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.141,74,64,9,1,0,0,15,6,2,2,0
対左打者,0.255,57,47,12,3,0,2,10,5,2,3,0
