チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,6.75,5,0,5,0,2,0,1,0,1,0,2,5.1,3,1,3,3,2,4,4,1.13,0.188,-,1.33
阪神,1.29,8,0,8,0,1,4,1,4,1,0,1,7.0,5,0,6,2,1,4,1,1.0,0.2,-,1.75
ＤｅＮＡ,1.69,6,0,6,1,0,2,0,3,1,1,0,5.1,5,1,7,0,0,1,1,0.94,0.238,-,5.33
広島,2.45,4,0,4,0,1,3,0,3,0,0,1,3.2,3,0,3,0,0,1,1,0.82,0.25,-,3.67
ヤクルト,0.0,10,0,10,0,0,5,0,5,0,0,0,9.1,5,0,5,5,1,0,0,1.07,0.156,-,99.0
