球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,208,39.4%,136.0,42,29,25,84,46.2%,44.2%,0.095,42,4,0,14,3,3
ストレート,187,35.4%,153.7,12,38,40,65,48.1%,14.3%,0.219,32,7,1,5,6,1
ツーシーム,100,18.9%,153.8,7,12,32,29,51.0%,11.9%,0.318,22,7,1,2,2,0
スプリット,33,6.3%,146.4,7,2,2,11,33.3%,35.0%,0.2,15,3,0,4,0,0
