防御率1.95,試合35,先発0,救援35,連投(試)0,連投(日)0,勝利1,敗戦4,HLD14,Ｓ2,ＨＰ15,ＳＰ3,救勝1,救敗4,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.200,32.1,131,528,16.3,21,2,25,11,0,4,2,0,10,7,0.99,-
