条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.113,58,53,6,1,0,0,17,3,1,1,0
対左打者,0.26,53,50,13,3,0,1,19,1,0,1,1
