チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
日本ハム,.000,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.500,.000,0.5
ロッテ,.000,1,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.000,.000,0.0
楽天,.500,3,3,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.667,.500,1.167
オリックス,.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
西武,.200,2,6,5,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,.333,.200,0.533
