NOI352.8,GPA.180,RC7.54,RC272.08,XR8.06,XR272.22,RCAA-5.19,XR+-4.74,RCWIN-0.61,XRWIN-0.56,BABIP.241
BB/K,IsoD,PA/BB,PA/K,IsoP,AB/HR,SecA,TA,PS,TTO率,
0.50,0.106,8.38,4.19,0.043,-,0.191,0.448,0.00,35.8%,
