打率.174,試合49,打席134,打数115,得点10,安打20,内安1,内安率5.0,２Ｂ3,３Ｂ1,本塁0,HR勝敗0,塁打25,打点6,三振32
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
16,0,1,2,0,1,0,100.0,2,0,1,.292,.280,.217,.498
