球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,271,46.5%,147.3,11,71,49,93,48.3%,10.3%,.190,58,11,0,13,9,0
スライダー,87,14.9%,129.1,5,27,11,33,49.4%,18.5%,.235,17,4,0,6,2,1
カットボール,56,9.6%,137.8,3,13,10,21,46.4%,13.6%,.167,12,2,0,3,3,0
フォーク,37,6.3%,137.1,5,6,4,16,40.5%,33.3%,.100,10,1,0,4,0,0
カーブ,34,5.8%,118.3,0,9,0,24,26.5%,0.0%,.000,1,0,0,0,0,0
ツーシーム,29,5.0%,140.3,3,3,5,13,37.9%,23.1%,.200,5,1,0,0,1,0
チェンジアップ,23,3.9%,129.8,6,3,2,9,47.8%,54.5%,.000,5,0,0,2,0,0
スプリット,21,3.6%,139.7,2,4,5,10,52.4%,28.6%,.000,3,0,0,3,1,0
ナックルカーブ,12,2.1%,128.7,0,2,3,6,41.7%,0.0%,1.000,1,1,0,0,0,0
シンカー,10,1.7%,137.3,1,1,2,5,40.0%,25.0%,.000,2,0,0,1,0,0
シュート,2,0.3%,143.0,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
スクリュー,1,0.2%,138.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
