アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,8,28.6%,安打,5,31.3%
フライ,13,46.4%,四死球,10,62.5%
空三振,4,14.3%,失策出塁,1,6.3%
見三振,3,10.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
