左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
30.8% (8),30.8% (8),30.8% (8),19.2% (5),19.2% (5),19.2% (5),50.0% (13),50.0% (13),50.0% (13)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
20.0% (1),- (0),33.3% (7),40.0% (2),- (0),14.3% (3),40.0% (2),- (0),52.4% (11)
