球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,81,42.6%,144.5,3,18,13,30,42.0%,9.1%,.143,21,3,0,4,4,0
スライダー,33,17.4%,127.0,2,9,3,17,42.4%,28.6%,.000,2,0,0,0,2,0
フォーク,24,12.6%,135.5,3,4,5,11,50.0%,33.3%,.000,3,0,0,2,1,0
カットボール,18,9.5%,138.4,2,5,3,6,55.6%,28.6%,.000,2,0,0,0,1,1
チェンジアップ,10,5.3%,129.0,1,3,1,4,50.0%,33.3%,.000,2,0,0,1,0,0
スプリット,7,3.7%,143.3,0,0,3,3,42.9%,0.0%,1.000,1,1,0,0,0,0
カーブ,6,3.2%,113.0,0,1,0,4,16.7%,0.0%,1.000,1,1,0,0,0,0
ツーシーム,5,2.6%,136.0,0,3,0,1,60.0%,0.0%,.000,1,0,0,0,0,0
パワーカーブ,2,1.1%,118.5,0,1,0,1,50.0%,-%,-,0,0,0,0,0,0
シンカー,2,1.1%,133.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
パーム,1,0.5%,115.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
ナックル,1,0.5%,130.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
