左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
31.2% (24),31.2% (24),31.2% (24),24.7% (19),24.7% (19),24.7% (19),44.2% (34),44.2% (34),44.2% (34)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
18.2% (4),- (0),36.4% (20),36.4% (8),- (0),20.0% (11),45.5% (10),- (0),43.6% (24)
