打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.333,23,50,39,10,13,1,0,0,14,2,11,8,0,2,1,0,3,0,2,0.469,0.359,0.828
Nighter,0.13,39,80,69,11,9,2,2,0,15,8,20,6,0,0,3,2,0,2,0,0.195,0.217,0.412
