条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.490,57,51,25,4,0,5,0,0,3,2,1,0.509
1-0より,.259,30,27,7,1,0,0,0,1,0,2,0,0.286
2-0より,.000,3,3,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,7,0,0,0,0,0,0,7,0,0,0,1.0
0-1より,.415,53,53,22,3,2,2,0,0,0,0,0,0.415
1-1より,.412,35,34,14,3,0,1,0,0,0,1,0,0.412
2-1より,.286,21,21,6,1,0,1,0,0,0,0,0,0.286
3-1より,1.000,13,1,1,0,0,0,0,12,0,0,0,1.0
0-2より,.089,45,45,4,0,0,0,23,0,0,0,0,0.089
1-2より,.264,93,91,24,3,1,0,31,0,1,1,0,0.272
2-2より,.275,51,51,14,2,1,1,11,0,0,0,0,0.275
3-2より,.286,49,35,10,2,0,1,12,13,0,0,1,0.469
