球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
チェンジアップ,685,25.2%,127.1,122,61,126,230,45.1%,31.0%,0.206,204,42,3,60,19,0
シンカー,460,16.9%,129.8,52,89,68,149,45.4%,23.4%,0.268,112,30,0,13,10,2
ストレート,388,14.3%,142.1,7,76,46,208,33.2%,6.7%,0.258,62,16,1,12,2,1
シュート,383,14.1%,139.9,11,72,58,174,36.8%,8.0%,0.296,71,21,0,4,5,2
スライダー,361,13.3%,123.1,34,89,47,129,47.1%,23.8%,0.254,71,18,2,11,7,0
カットボール,342,12.6%,132.3,19,76,53,127,43.3%,13.7%,0.343,70,24,1,4,4,0
カーブ,44,1.6%,116.2,4,18,7,14,65.9%,33.3%,0.5,2,1,0,1,0,0
フォーク,37,1.4%,129.0,9,1,4,12,37.8%,37.5%,0.1,20,2,0,9,1,0
ナックルカーブ,19,0.7%,92.7,1,5,0,11,31.6%,33.3%,0.5,2,1,0,0,0,1
