守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.158,5,21,19,2,3,1,0,1,7,1,4,1,0,1,0,0,0,0,2,.238,.368,0.607
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,.200,5,21,20,3,4,1,0,0,5,1,4,1,0,0,0,0,0,1,1,.238,.250,0.488
遊撃手,.250,6,24,20,3,5,1,0,1,9,2,6,3,1,0,1,0,0,0,1,.348,.450,0.798
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,.107,7,30,28,2,3,1,0,0,4,0,8,1,0,0,1,0,1,0,0,.138,.143,0.281
右翼手,.250,3,13,12,0,3,0,0,0,3,0,2,1,0,0,0,0,0,0,0,.308,.250,0.558
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.211,28,21,19,2,4,0,1,1,9,2,7,1,0,0,0,1,0,0,0,.238,.474,0.712
