球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.148,27,59,54,5,8,1,1,1,14,2,9,4,1,0,1,0,1,1,1,.207,.259,0.466
東京ドーム,.200,2,5,5,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,.200,.200,0.4
甲子園,.167,9,13,12,1,2,1,0,0,3,0,4,1,0,0,0,0,0,0,0,.231,.250,0.481
横浜,.250,6,15,12,2,3,0,0,1,6,3,5,0,0,1,1,1,0,0,2,.286,.500,0.786
神宮,.278,6,20,18,2,5,1,0,1,9,1,4,2,0,0,0,0,0,0,1,.350,.500,0.85
バンテリンドーム,.231,3,13,13,1,3,1,0,0,4,0,4,0,0,0,0,0,0,0,0,.231,.308,0.538
Ce その他,.000,1,5,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,.200,.000,0.2
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
