アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,37,37.8%,安打,22,68.8%
フライ,28,28.6%,四死球,9,28.1%
空三振,25,25.5%,失策出塁,1,3.1%
見三振,6,6.1%,野選,0,0.0%
犠打,2,2.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
