条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.214,14,14,3,0,0,1,0,0,0,0,0,.214
1-0より,.000,12,11,0,0,0,0,0,0,0,1,0,.000
2-0より,.000,2,2,0,0,0,0,0,0,0,0,0,.000
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.200,5,5,1,0,0,0,0,0,0,0,0,.200
1-1より,.333,13,12,4,1,0,1,0,0,0,1,0,.333
2-1より,.333,7,6,2,0,0,1,0,1,0,0,0,.429
3-1より,.333,6,3,1,1,0,0,0,3,0,0,0,.667
0-2より,.800,5,5,4,1,0,0,0,0,0,0,0,.800
1-2より,.185,28,27,5,1,1,0,12,0,0,0,1,.179
2-2より,.111,19,18,2,0,0,0,11,0,1,0,0,.158
3-2より,.000,19,15,0,0,0,0,8,4,0,0,0,.211
