打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,26,4,0.154,0,5,0,0,0,0.154
2打席目,21,5,0.238,1,2,5,0,0,0.385
3打席目,24,3,0.125,0,8,2,0,0,0.192
4打席目,20,1,0.05,0,8,1,1,0,0.095
5打席目以上,8,5,0.625,1,1,0,1,0,0.625
