球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,39,65.0%,143.9,2,8,8,12,46.2%,10.5%,.200,10,2,1,1,1,0
チェンジアップ,16,26.7%,125.3,0,2,3,8,31.3%,0.0%,.333,3,1,0,0,0,1
スライダー,5,8.3%,124.0,0,0,0,5,0.0%,-%,-,0,0,0,0,0,0
